FOR,AGAINST,TOTAL CASTE,DEPENDENT VARIABLE,BALLOT TYPE,POPULATION,PCI,MEDIUM FAMILY INCOME,SIZE OF COUNTY,POPULATION DENSITY,PERCENT WHITE,PERCENT BLACK,PERCENT OTHER,PERCENT MALE,PERCENT FEMALE,NO OF CHURCHES,NO OF CHURCH MEMBERS,PERCENT CHURCH MEMBERS OF POPULATION,POVERTY LEVEL,UNEMPLOYMENT RATE,AGE LESS THAN 18,AGE24,AGE44,AGE64,AGE OLDER THAN 65,MSA,PERCENT MINORITY,NO OF OLDER,NO OF YOUNGER,AGE_SUM,TURNOUT_RATE,FOR_RATE
252,145,397,1,2,2154,15416.0,18147,901.2,2.390146471,0.737111008,0.091035764,0.171853228,0.486871384,0.513128616,9,1812.0,0.81,25.9,4.5,557,117,469,471,540,2,0.262888992,1011,938,2154,0.18430826369545034,0.6347607052896725
418,346,764,1,2,4713,13454.0,34392,785.6,5.999236253,0.62139219,0.032682513,0.345925297,0.498925193,0.501074807,9,1931.0,0.42,14.2,4.2,1650,388,1437,785,453,2,0.37860781000000004,1238,2874,4713,0.16210481646509653,0.5471204188481675
321,199,520,1,2,4112,14751.0,24299,2807.6,1.464596096,0.487110895,0.011673152,0.501215953,0.506375674,0.493624326,10,1668.0,0.41,21.2,5.4,1261,289,1251,826,485,2,0.512889105,1311,2502,4112,0.1264591439688716,0.6173076923076923
456,500,956,0,2,7257,10801.0,21203,899.6,8.066918631,0.522883926,0.045078577,0.432037497,0.484392114,0.515607886,23,3673.0,0.5,29.2,4.6,2284,588,1777,1445,1163,2,0.477116074,2608,3554,7257,0.1317348766708006,0.4769874476987448
150,98,248,1,2,3259,8722.0,19268,3812.7,0.854774831,0.27470841,0.002148557,0.723143033,0.507484591,0.492515409,10,1256.0,0.37,31.3,7.0,1121,321,915,604,298,2,0.7252915900000001,902,1830,3259,0.07609696225836146,0.6048387096774194
441,293,734,1,2,5507,24634.0,24556,1504.8,3.659622541,0.7565801412434198,0.023053185976946812,0.22036667277963332,0.486540927,0.513459073,19,4213.0,0.77,18.3,2.9,1679,395,1590,1065,778,2,0.24341985900000002,1843,3180,5507,0.13328491011439986,0.6008174386920981
830,1003,1833,0,2,14144,12454.0,23329,902.1,15.67897129,0.5211277554788722,0.04444601495555398,0.43442622956557375,0.484284619,0.515715381,39,8489.0,0.59,28.1,6.5,4491,1083,3699,2660,2211,2,0.47887224500000003,4871,7398,14144,0.12959558823529413,0.45280960174577195
1085,896,1981,1,2,18811,19330.0,26100,1497.4,12.56244157,0.487157671,0.017654879,0.49518745,0.495327103,0.504672897,29,7033.0,0.37,25.7,6.7,6681,1784,5144,3120,2082,2,0.5128423289999999,5202,10288,18811,0.10531072244963054,0.5477031802120141
378,452,830,0,2,4816,14099.0,22096,277.2,17.37373737,0.8897425241102576,0.08430232591569768,0.025955149974044852,0.47477867,0.52522133,24,2966.0,0.61,21.4,6.7,1197,384,1108,966,1161,2,0.110257476,2127,2216,4816,0.1723421926910299,0.45542168674698796
19513,10918,30431,1,2,285099,19178.0,44015,888.5,320.8767586,0.847689821,0.050989073,0.101321106,0.494086464,0.505913536,182,59394.0,0.22,8.4,4.7,78300,38039,114130,40027,14603,1,0.152310179,54630,228260,285099,0.10673836106054388,0.6412211231967402
1358,908,2266,1,2,18456,14163.0,22039,909.3,20.29693171,0.6448694336448695,0.11913533411913534,0.23599523223599525,0.473248408,0.526751592,38,6689.0,0.36,23.5,4.2,4968,1239,4684,3539,4026,2,0.355130566,7565,9368,18456,0.12277850021673169,0.5992939099735216
253,229,482,1,2,2446,13600.0,17354,904.3,2.704854584,0.754801798,0.046178995,0.199019207,0.475301439,0.524698561,18,2107.0,0.82,26.0,4.9,582,171,542,513,638,2,0.245198202,1151,1084,2446,0.19705641864268192,0.524896265560166
705,217,922,1,2,10656,8694.14,15371,1331.0,8.006010518,0.156402554,0.006759294,0.836838152,0.48845011,0.51154989,15,1629.0,0.16,40.3,13.8,3864,1060,2766,1727,1239,2,0.843597446,2966,5532,10656,0.08652402402402402,0.764642082429501
469,321,790,1,2,3555,16723.0,19893,929.8,3.823402882,0.919223192,0.036307346,0.044469462,0.47754329,0.52245671,14,2315.0,0.63,20.8,4.5,773,361,753,745,923,2,0.080776808,1668,1506,3555,0.2222222222222222,0.5936708860759494
696,186,882,1,2,12742,9427.0,16207,1792.9,7.106921747,0.12131199,0.001647834,0.877040176,0.488156061,0.511843939,15,1396.0,0.11,34.3,10.7,4164,1258,3375,2291,1654,2,0.87868801,3945,6750,12742,0.06921990268403705,0.7891156462585034
1556,1619,3175,0,2,18261,12980.0,18848,926.1,19.71817298,0.893373494,0.024698795,0.081927711,0.480473821,0.519526179,61,11559.0,0.63,21.6,7.3,4306,1774,4392,3678,4111,2,0.106626506,7789,8784,18261,0.1738678057061497,0.4900787401574803
7654,5312,12966,1,2,120545,14727.0,27118,901.1,133.7753856,0.623780427,0.048766275,0.327453298,0.489439521,0.510560479,107,40713.0,0.34,21.9,6.1,38656,11218,37992,21248,11431,1,0.376219573,32679,75984,120545,0.10756149155916878,0.5903131266389018
131,151,282,0,2,2255,12377.0,19011,2119.9,1.063729421,0.46962306,0.002660754,0.527716186,0.502206531,0.497793469,10,612.0,0.27,29.1,6.8,747,162,599,457,290,2,0.53037694,747,1198,2255,0.12505543237250555,0.4645390070921986
5952,4111,10063,1,2,86565,16089.0,33279,940.0,92.09042553,0.758352202,0.101913035,0.139734763,0.493442296,0.506557704,127,31982.0,0.38,14.4,6.5,27065,7762,27660,15378,8700,1,0.24164779800000002,24078,55320,86565,0.11624790619765495,0.5914737155917719
35717,8151,43868,1,2,611861,11999.0,23989,1013.1,603.9492646,0.249859725,0.038118826,0.712021449,0.486134447,0.513865553,278,58213.0,0.1,30.2,11.7,200167,73137,188535,99122,50900,1,0.750140275,150022,377070,611861,0.07169602246261815,0.8141925777331996
2330,1863,4193,1,2,28343,14930.0,24861,1086.4,26.08891753,0.894107269,0.00843331,0.097459421,0.491729484,0.508270516,61,12785.0,0.46,18.1,4.6,6865,5040,7465,4666,4307,2,0.105892731,8973,14930,28343,0.1479377624104717,0.5556880515144288
1201,820,2021,1,2,17499,12553.0,19687,769.1,22.75256794,0.6084223753915776,0.27541283372458714,0.1161647908838352,0.500338753,0.499661247,62,8750.0,0.49,28.0,5.1,4488,1632,4640,3293,3446,2,0.391577625,6739,9280,17499,0.11549231384650552,0.5942602671944582
2487,1712,4199,1,2,24517,14325.0,23676,891.6,27.49775684,0.905043663,0.066677548,0.028278789,0.48262377,0.51737623,101,14819.0,0.6,18.7,8.0,5988,1875,6306,5206,5142,2,0.094956337,10348,12612,24517,0.17126891544642492,0.5922838771135984
2472,985,3457,1,2,19994,16847.0,24780,950.1,21.04410062,0.827658933,0.086572261,0.085768806,0.486290122,0.513709878,55,6468.0,0.32,14.8,2.3,4840,1273,5169,3911,4801,2,0.17234106700000001,8712,10338,19994,0.17290187056116835,0.7150708706971363
480,424,904,1,2,4645,12465.0,22477,901.2,5.154238793,0.747359345,0.040957103,0.211683552,0.483271375,0.516728625,18,3261.0,0.67,18.5,5.8,1206,279,1123,1010,1027,2,0.252640655,2037,2246,4645,0.1946178686759957,0.5309734513274337
546,664,1210,0,2,8451,18168.0,24152,992.3,8.516577648,0.554266777,0.045094094,0.400639129,0.48452395,0.51547605,27,5033.0,0.59,27.4,5.7,2687,703,2101,1581,1379,2,0.44573322299999996,2960,4202,8451,0.1431783220920601,0.4512396694214876
105,125,230,0,2,1740,15127.0,20875,706.7,2.462148012,0.81954023,0.050574713,0.129885057,0.460981048,0.539018952,11,1418.0,0.79,17.9,1.3,425,124,410,333,448,2,0.18045977,781,820,1740,0.13218390804597702,0.45652173913043476
16895,6785,23680,1,2,241596,20503.0,48711,875.0,276.1097143,0.530953702,0.208680783,0.260365515,0.502375555,0.497624445,106,40884.0,0.18,10.0,3.6,80536,18964,93753,36023,12320,1,0.469046298,48343,187506,241596,0.09801486779582444,0.7134712837837838
704,717,1421,0,2,7913,14504.0,25895,285.7,27.69688484,0.899532415,0.045873878,0.054593707,0.484747501,0.515252499,24,4556.0,0.58,16.2,7.1,2028,559,2036,1785,1505,2,0.100467585,3290,4072,7913,0.179577909768735,0.4954257565095003
1246,1085,2331,1,2,15740,14073.0,24933,885.3,17.77928386,0.7639471347639472,0.19214639719214638,0.043906468043906466,0.481919332,0.518080668,43,8053.0,0.51,18.6,5.8,4293,1083,4267,3069,3028,2,0.236052865,6097,8534,15740,0.14809402795425666,0.5345345345345346
629,360,989,1,2,14377,10397.0,16968,1133.1,12.68820051,0.255458212,0.01432346,0.730218328,0.495249406,0.504750594,24,2899.0,0.22,35.0,8.3,5029,1438,4001,2403,1506,2,0.7445417879999999,3909,8002,14377,0.06879042915768241,0.6359959555106168
784,647,1431,1,2,14142,11779.0,27468,1502.4,9.412939297,0.639629446,0.028498692,0.331871862,0.500318629,0.499681371,27,6409.0,0.45,23.1,3.4,5181,1275,3971,2420,1295,2,0.360370554,3715,7942,14142,0.10118795078489605,0.5478686233403215
18623,6979,25602,1,2,223002,18219.0,33900,398.7,559.3227991,0.660626074,0.177650854,0.161723072,0.491952585,0.508047415,182,62772.0,0.29,15.9,7.2,62088,19992,74104,43103,23715,1,0.339373926,66818,148208,223002,0.11480614523636559,0.7274041090539801
292,377,669,0,2,5049,12469.0,22896,895.6,5.637561411,0.6447394496447395,0.06538537706538537,0.28987517328987517,0.47968112,0.52031888,19,2303.0,0.45,22.6,4.0,1624,365,1308,955,797,2,0.35526055,1752,2616,5049,0.1325014854426619,0.43647234678624813
1740,1185,2925,1,2,17530,17153.0,26379,1061.2,16.51903505,0.8496016501503985,0.003037771996962229,0.14736057785263942,0.479249012,0.520750988,30,6439.0,0.37,12.8,1.8,4119,992,4213,3794,4412,2,0.15039835,8206,8426,17530,0.16685681688533943,0.5948717948717949
150,84,234,1,2,1462,14598.0,33860,900.8,1.623001776,0.7004103962995895,0.0006839949993160049,0.2989056087010944,0.511402903,0.488597097,4,242.0,0.17,16.1,1.9,519,125,443,287,88,2,0.299589604,375,886,1462,0.1600547195622435,0.6410256410256411
576,336,912,1,2,6013,13064.0,24050,853.6,7.044283037,0.565846358,0.071000998,0.363152644,0.481772575,0.518227425,18,1756.0,0.29,19.5,4.8,1647,404,1690,1238,1034,2,0.434153642,2272,3380,6013,0.15167137867952768,0.631578947368421
1260,785,2045,1,2,17235,14396.0,20169,1067.9,16.13915161,0.5417512910000001,0.10392850900000002,0.35432020000000003,0.489625109,0.510374891,44,6124.0,0.36,26.7,3.9,4999,1450,4473,3287,3026,2,0.458248709,6313,8946,17235,0.11865390194371918,0.6161369193154034
2390,2682,5072,0,2,23565,18326.0,28934,928.3,25.38511257,0.866528031,0.038789628,0.094682341,0.479701256,0.520298744,44,14876.0,0.62,14.2,5.0,6286,1686,6460,4979,4154,2,0.133471969,9133,12920,23565,0.2152344578824528,0.4712145110410095
7552,5218,12770,1,2,95598,16427.0,28175,933.7,102.3862054,0.885198049114802,0.06992948493007052,0.04487246595512754,0.477147157,0.522852843,171,50090.0,0.53,15.9,7.1,24515,8729,27602,18992,15760,1,0.114801951,34752,55204,95598,0.133580200422603,0.5913860610806578
7514,6535,14049,1,2,106918,18171.0,28650,274.1,390.0693178,0.76307344,0.192351956,0.044574604,0.479656592,0.520343408,146,55827.0,0.53,17.5,8.9,29648,10390,32730,19908,14242,1,0.23692655999999998,34150,65460,106918,0.1313997643053555,0.5348423375329205
1428,733,2161,1,2,19127,12720.0,23493,793.8,24.09549005,0.612231042,0.247440986,0.140327972,0.545835989,0.454164011,52,6605.0,0.35,23.0,4.5,5104,2023,6076,3340,2584,2,0.387768958,5924,12152,19127,0.11298164897788467,0.6608051827857473
5091,2304,7395,1,2,65936,14788.0,30321,711.2,92.71091114,0.633378352,0.058574485,0.308047163,0.493518105,0.506481895,52,13906.0,0.21,16.7,4.2,18962,6261,19984,12625,8104,1,0.366621648,20729,39968,65936,0.11215421014316913,0.6884381338742394
1624,2229,3853,0,2,34756,14743.0,24832,1004.7,34.59341097,0.519447641,0.056933257,0.423619102,0.490006057,0.509993943,71,19566.0,0.56,23.4,5.2,11254,3581,9491,6095,4335,2,0.48055235900000004,10430,18982,34756,0.1108585567959489,0.42148974824811836
363,325,688,1,2,3887,12233.0,17283,903.1,4.30406378,0.726453937,0.079258878,0.194287185,0.469142125,0.530857875,19,3521.0,0.9,27.7,6.1,941,251,841,823,1031,2,0.273546063,1854,1682,3887,0.1770002572678158,0.5276162790697675
744,586,1330,1,2,7570,15575.0,21005,835.8,9.057190715,0.940314274,0.001188433,0.058497293,0.475753265,0.524246735,35,4534.0,0.59,18.4,3.5,1705,480,1722,1584,2079,2,0.059685726,3663,3444,7570,0.17569352708058125,0.5593984962406015
594,538,1132,1,2,5687,26467.0,32288,919.9,6.182193717,0.790010552,0.000879353,0.209110095,0.498119015,0.501880985,14,3468.0,0.59,11.8,3.7,1783,407,1592,1144,761,2,0.209989448,1905,3184,5687,0.19905046597503076,0.5247349823321554
440,451,891,0,2,4976,14475.0,21165,695.4,7.155593903,0.812939522,0.06570223,0.121358248,0.473973121,0.526026879,16,3615.0,0.68,19.1,4.2,1305,346,1170,984,1171,2,0.187060478,2155,2340,4976,0.17905948553054662,0.49382716049382713
2825,2158,4983,1,2,42405,14524.0,29719,894.4,47.41167263,0.8943883460000001,0.08534537800000001,0.020266276000000003,0.490779284,0.509220716,68,20089.0,0.49,14.2,6.5,12598,3582,12664,8568,4993,1,0.105611654,13561,25328,42405,0.11750972762645914,0.5669275536825206
3976,3424,7400,1,2,57203,14376.0,25548,898.8,63.64374722,0.691244724,0.282624306,0.02613097,0.480594263,0.519405737,86,26702.0,0.46,20.5,8.4,16629,5309,16695,10787,7783,1,0.30875527599999997,18570,33390,57203,0.12936384455360733,0.5372972972972972
472,366,838,1,2,3635,28939.660000000036,37577,1462.4,2.485640044,0.932324622,0.003301238,0.06437414,0.4804623,0.5195377,9,1086.0,0.3,5.6,2.3,1048,194,990,819,584,2,0.067675378,1403,1980,3635,0.23053645116918844,0.5632458233890215
647,718,1365,0,2,6716,13201.0,21492,903.0,7.437430786,0.762507445,0.04273377,0.194758785,0.481231672,0.518768328,26,5534.0,0.81,21.6,3.2,1682,408,1589,1376,1661,2,0.237492555,3037,3178,6716,0.2032459797498511,0.473992673992674
5664,2694,8358,1,2,66998,14125.0,30639,677.9,98.83168609,0.6737063623262936,0.03541738196458261,0.29087625570912373,0.501585028,0.498414972,60,16093.0,0.25,16.0,4.3,16470,15214,20472,9421,5421,1,0.326293638,14842,40944,66998,0.12474999253709065,0.6776740847092606
521,465,986,1,2,3669,21318.0,35621,909.7,4.033197758,0.8773173398773173,0.002726281002726281,0.11995637911995638,0.488172043,0.511827957,10,1953.0,0.53,8.2,3.4,1148,229,1100,711,481,2,0.12268266,1192,2200,3669,0.26873807576996456,0.5283975659229209
5370,3659,9029,1,2,59333,13705.0,23519,874.4,67.85567246,0.87074289,0.082765155,0.046491955,0.484874366,0.515125634,103,20964.0,0.36,18.7,9.9,14404,4651,14688,13858,11732,1,0.12925711,25590,29376,59333,0.15217501221916976,0.5947502491970318
14368,4062,18430,1,2,401297,9582.0,18103,1569.1,255.7497929,0.139711233,0.002601597,0.85768717,0.482861203,0.517138797,277,33670.0,0.09,41.1,21.3,146989,46135,110078,57924,40171,1,0.860288767,98095,220156,401297,0.045926084670456044,0.7795984807379273
2520,1679,4199,1,2,27398,13291.0,22440,962.4,28.4684123,0.81775718,0.094661168,0.087581652,0.478818242,0.521181758,80,12081.0,0.45,21.9,6.6,7023,2292,6896,5594,5593,2,0.18224282,11187,13792,27398,0.15325936199722606,0.600142891164563
1495,1447,2942,1,2,24453,13959.0,28580,908.3,26.9217219,0.631109657,0.044623502,0.324266841,0.493491467,0.506508533,47,12249.0,0.51,18.9,4.4,7946,2728,6937,4155,2687,2,0.36889034299999995,6842,13874,24453,0.12031243610190978,0.5081577158395649
3476,1665,5141,1,2,30078,18969.0,33539,421.6,71.34250474,0.938518321,0.002759859,0.05872182,0.496359684,0.503640316,39,10793.0,0.37,11.9,6.1,7707,1897,8760,6750,4964,1,0.061481679,11714,17520,30078,0.1709222687678702,0.6761330480451274
2341,2285,4626,1,2,28966,14498.0,24280,784.8,36.90876656,0.8568420330000001,0.08681993900000001,0.056338028000000005,0.490167516,0.509832484,88,15582.0,0.54,17.3,7.5,7803,2613,8280,5569,4701,2,0.143157967,10270,16560,28966,0.15970448111579091,0.5060527453523562
1447,1410,2857,1,2,21469,14146.0,21429,1231.0,17.44029245,0.657101598,0.297712768,0.045185634,0.507321637,0.492678363,63,11469.0,0.54,25.2,4.9,5474,1596,6212,4082,4105,2,0.342898402,8187,12424,21469,0.13307559737295635,0.5064753237661883
2337,1931,4268,1,2,32231,15153.0,25553,902.9,35.69719792,0.682107881,0.041131665,0.276760454,0.503602016,0.496397984,61,14337.0,0.44,20.7,4.6,8721,2858,9315,6600,4737,2,0.317892119,11337,18630,32231,0.13241909962458503,0.5475632614807873
202,79,281,1,2,2874,8694.14,19406,4571.3,0.628705182,0.326502258,0.005210142,0.6682876,0.516295026,0.483704974,11,474.0,0.16,28.4,2.4,928,268,856,546,276,2,0.673497742,822,1712,2874,0.09777313848295059,0.7188612099644128
4732,3643,8375,1,2,63926,15550.0,27735,841.2,75.99381835,0.839069855,0.106947941,0.053982204,0.488553533,0.511446467,124,28857.0,0.45,17.8,7.4,17107,6234,18363,13173,9049,1,0.160930145,22222,36726,63926,0.13101085630259987,0.5650149253731344
2419,1948,4367,1,2,25609,18165.0,31405,887.4,28.85846293,0.856724347,0.029842584,0.113433069,0.493596481,0.506403519,46,14727.0,0.57,13.0,5.6,7470,1943,7284,4975,3937,2,0.143275653,8912,14568,25609,0.17052598695771018,0.5539271811312113
248,135,383,1,2,1577,16316.0,29073,1051.6,1.499619627,0.754597337,0.001268231,0.244134432,0.497851443,0.502148557,6,725.0,0.45,11.9,3.7,454,126,439,351,207,2,0.24540266300000002,558,878,1577,0.24286620164870007,0.6475195822454308
667,557,1224,1,2,6773,14629.0,24120,917.4,7.382821016,0.953934741,0.007529898,0.038535361,0.487609225,0.512390775,40,4568.0,0.65,17.5,4.8,1836,414,1812,1433,1278,2,0.046065259,2711,3624,6773,0.18071755499778533,0.5449346405228758
1205,857,2062,1,2,12822,16656.0,25442,829.5,15.45750452,0.688996335,0.094049754,0.216953911,0.481555334,0.518444666,27,4797.0,0.37,18.9,3.6,3625,909,3459,2579,2250,2,0.311003665,4829,6918,12822,0.1608173451879582,0.584384093113482
1940,1892,3832,1,2,31107,14007.0,23653,937.5,33.1808,0.787094492,0.190624699,0.022280809,0.477943541,0.522056459,66,16124.0,0.52,20.0,10.2,8883,2391,8221,6507,5105,2,0.21290550800000002,11612,16442,31107,0.12318770694698943,0.5062630480167014
218,144,362,1,2,1914,13686.0,24306,2264.6,0.845182372,0.5818086775818087,0.004181913004181912,0.4140094094140093,0.514388489,0.485611511,8,500.0,0.26,15.9,4.0,513,131,479,439,352,2,0.418191322,791,958,1914,0.1891327063740857,0.6022099447513812
20437,11424,31861,1,2,241351,18016.0,28542,903.6,267.0993803,0.6115582326115582,0.31396605931396604,0.0744757080744757,0.479742854,0.520257146,212,94803.0,0.4,19.6,6.7,65933,22110,72716,46505,34087,1,0.388441767,80592,145432,241351,0.13201105443938496,0.6414425159285647
308,52,360,1,2,5083,12080.0,18582,1136.2,4.473684211,0.087170405,0.000787092,0.912042503,0.488549618,0.511450382,14,487.0,0.1,30.8,9.1,1647,481,1332,927,696,2,0.912829595,1623,2664,5083,0.07082431634861303,0.8555555555555555
2106,817,2923,1,2,38018,12334.0,20683,864.7,43.96669365,0.265465544,0.006391373,0.728143083,0.492024735,0.507975265,42,6260.0,0.17,29.5,9.7,12326,3512,10717,6975,4488,2,0.734534456,11463,21434,38018,0.07688463359461307,0.7204926445432774
6859,4484,11343,1,2,98456,15180.0,32616,729.4,134.9821771,0.8870102428870102,0.02664200902664201,0.08634774808634775,0.495569392,0.504430608,112,39867.0,0.41,14.1,6.0,28978,8922,31334,18856,10366,1,0.112989757,29222,62668,98456,0.11520882424636386,0.6046901172529313
1032,1194,2226,0,2,16126,13013.0,21667,931.1,17.31929975,0.78122287,0.043842242,0.174934888,0.478411158,0.521588842,51,9446.0,0.57,22.7,4.2,4481,1147,4192,3260,3046,2,0.21877713000000001,6306,8384,16126,0.13803795113481335,0.4636118598382749
947,513,1460,1,2,12323,12437.0,19362,750.4,16.42190832,0.48790780748790785,0.03083914903083915,0.4812530434812531,0.477478924,0.522521076,34,3190.0,0.26,28.6,5.0,3791,925,3099,2280,2228,2,0.512092192,4508,6198,12323,0.11847764343098272,0.6486301369863013
3431,1904,5335,1,2,53584,15493.0,29933,786.1,68.16435568,0.7872697752127302,0.1406258748593741,0.07210434992789565,0.488893144,0.511106856,85,22600.0,0.43,16.2,6.0,15883,4493,16454,10407,6347,1,0.212730225,16754,32908,53584,0.09956330247835175,0.6431115276476101
2263,1123,3386,1,2,15242,21443.0,34585,662.5,23.00679245,0.8224832651775167,0.003609397996390602,0.17390733682609263,0.486530948,0.513469052,19,4364.0,0.3,9.9,2.6,4010,1093,4399,3261,2479,2,0.177516735,5740,8798,15242,0.2221493242356646,0.6683402244536326
44,15,59,1,2,431,22599.0,19560,1456.9,0.295833619,0.225581395,0.004651163,0.769767442,0.489130435,0.510869565,2,,,25.0,2.4,128,32,125,103,43,2,0.774418605,146,250,431,0.1368909512761021,0.7457627118644068
215,113,328,1,2,989,11947.0,22461,902.4,1.095966312,0.87057634,0.007077856,0.122345804,0.48019802,0.51980198,6,689.0,0.68,12.7,3.5,264,44,234,224,223,2,0.12942366,447,468,989,0.3316481294236603,0.6554878048780488
3460,2562,6022,1,2,36777,19191.0,25461,1106.3,33.24324324,0.8028797731971201,0.024034404975965592,0.17308582182691418,0.47306082,0.52693918,43,11985.0,0.33,16.3,3.6,8573,2573,8951,7331,9349,2,0.197120227,16680,17902,36777,0.16374364412540446,0.5745599468615078
395,292,687,1,2,4132,13748.0,20480,1250.8,3.303485769,0.803921569,0.001694505,0.194383926,0.489568171,0.510431829,11,1909.0,0.46,17.9,2.4,1068,223,1007,964,870,2,0.19607843100000003,1834,2014,4132,0.16626331074540174,0.5749636098981077
70,46,116,1,2,327,16930.0,32711,912.3,0.358434725,0.837920489,0.0,0.162079511,0.516949153,0.483050847,2,188.0,0.53,7.5,3.0,100,27,108,71,21,2,0.162079511,92,216,327,0.3547400611620795,0.603448275862069
